last,first,instructor_avg,course_avg,overall_avg,courses,confidence
Papademas,Katherine,4.21,4.25,4.23,"['ITMD421', 'ITM311', 'IT311', 'IT', 'ITMS528', 'IT811']",3
Papademas,Luke,4.3,4.29,4.295,"['ITMD421', 'ITMD411', 'ITMD434', 'ITMD523', 'IT']",7
Papavasiliou,Georgia,4.74,4.51,4.625,"['BME418', 'BME424', 'BME490', 'BME335']",14
Pappademetriou,Vasilios,,,,"['IT301', 'IT801']",
Paradis,Armand,4.34,4.3,4.32,"['FPE408', 'FST508', 'FDSN507']",2
Paradiso,Alessandro,4.42,4.44,4.43,"['ARCH113', 'ARCH114', 'ARCH201']",7
Parente,Carlo,4.44,4.18,4.3100000000000005,"['ARCH305', 'ARCH306', 'ARCH107', 'ARCH202']",6
Park,Jennifer,3.76,3.86,3.8099999999999996,"['ARCH305', 'ARCH306', 'ARCH419']",4
Parrinello,Christopher,3.32,3.36,3.34,['ITMD510'],1
Parulekar,Satish,3.9,3.94,3.92,"['CHE535', 'CHE577', 'CHE525', 'CHE545', 'CHE100', 'CHE101', 'CHE433', 'CHE202', 'CHE530', 'CHE439']",18
Paschal,William,3.64,3.85,3.745,"['CAE464', 'CAE497', 'CAE465', 'CAE331', 'EMGT470']",15
Patel,Ketan,4.75,4.75,4.75,['BUS510'],1
Patel,Rahul,3.92,4.06,3.9899999999999998,"['ITMM574', 'IT']",4
Patterson,Stuart,,,,['IPRO497'],
Patton,Matthew,3.99,3.81,3.9000000000000004,"['PSYC203', 'PSYC221', 'PSYC502', 'PSYC380']",6
Paules,Jeffrey,3.75,3.38,3.565,['IPRO397'],1
Pauls,Richard,4.38,4.31,4.345,['CHEM515'],1
Payvar,Parviz,2.32,3.08,2.7,"['CHE351', 'MMAE320', 'MMAE321']",1
Peet,Matthew,3.25,3.22,3.2350000000000003,"['MMAE443', 'MMAE543', 'MMAE441']",8
Pelsmajer,Michael,4.22,4.15,4.1850000000000005,"['MATH151', 'MATH230', 'MATH454', 'MATH431', 'MATH152', 'MATH453', 'MATH252']",12
Peluso,Alphonso,4.82,4.59,4.705,"['ARCH125', 'ARCH427', 'ARCH508', 'ARCH438', 'ARCH436', 'ARCH419', 'ARCH435', 'ARCH497']",44
Peng,Xinjian,3.47,3.16,3.3150000000000004,['BIOL404'],1
Perelman,Hayley,4.38,3.95,4.165,['PSYC222'],1
Perez-Luna,Victor,4.0,3.94,3.9699999999999998,"['CHE580', 'CHE593', 'CHE506', 'CHE503', 'CHE525', 'CHE311', 'CHE301', 'CHE451', 'CHE351', 'CHE202']",14
Perlini,Laurie,4.45,4.22,4.335,"['HIST380', 'HUM102', 'HUM202']",23
Pervan,Boris,4.75,4.6,4.675,"['MMAE441', 'MMAE541', 'MMAE555', 'MMAE411', 'MMAE543', 'MMAE550']",17
Peters,David,4.81,4.54,4.675,"['HUM106', 'COM380']",4
Peters,Gregory,4.89,4.88,4.885,['PA532'],3
Peters,Scott,4.54,4.51,4.525,"['ARCH597', 'PA501', 'PA508', 'PA556', 'PA509', 'PA580', 'PA555', 'PA581', 'PA599']",11
Peterson,Daiva,3.28,2.97,3.125,['ARCH423'],6
Peterson,Paul,,,,['MSF597'],
Petrovic,Sonja,4.66,4.37,4.515000000000001,"['MATH152', 'MATH332', 'MATH476', 'MATH430', 'MATH563', 'MATH431']",7
Pettigrew,Paul,4.64,4.59,4.615,"['ARCH113', 'ARCH114', 'ARCH497', 'ARCH447']",14
Petty,Arthur,4.81,4.69,4.75,"['BUS301', 'BUS480']",2
Pezzello,Van,4.15,3.33,3.74,['SSB510'],1
Phelps,Renata,4.78,4.39,4.585,"['PESL022', 'PESL061', 'PESL031', 'PESL021', 'PESL032', 'PESL062', 'ELP821', 'ELP822', 'ELP862']",8
Phelps,William,,,,"['PESL021', 'PESL061']",
Phillips,Frederick,4.35,4.51,4.43,"['ARCH417', 'ARCH418']",4
Phillips,William,3.96,3.18,3.5700000000000003,"['CCE501', 'CCE511']",3
Piatt,Mickie,,,,"['IPMM507', 'IPMM502', 'IPMM500']",
Pieczynski,Jessica,4.22,3.95,4.085,"['PSYC221', 'PSYC303']",3
Pistrui,David,4.26,4.26,4.26,"['ARCH561', 'BUS361', 'BUS381', 'MC552']",3
Pitak,Bryant,3.48,3.74,3.6100000000000003,"['ARCH417', 'ARCH418', 'ARCH497', 'ARCH420']",4
Plant,Robin,,,,['CHEM539'],
Platt,Alana,4.05,4.23,4.140000000000001,['CS425'],1
Pohrte,Daniel,4.65,4.16,4.405,"['ARCH305', 'ARCH306']",2
Pombert,Jean,4.66,4.59,4.625,"['BIOL550', 'BIOL533', 'BIOL562']",5
Pontarelli,Robert,,,,['IPRO497'],
Popescu,Mihail,2.8,3.27,3.035,"['CAE221', 'CAE323', 'CAE566', 'CAE590']",2
Popovic,Gorjana,4.79,4.63,4.71,"['MSED300', 'MSED501', 'MATH420', 'MSED250', 'MSED320', 'MSED552']",3
Pounian,Charles,,,,['PA522'],
Power,Margaret,4.54,4.45,4.495,"['HIST305', 'HIST332', 'HIST307', 'HIST345', 'HIST380', 'IPRO497', 'HIST306']",20
Prakash,Jai,4.61,4.48,4.545,"['CHE202', 'CHE565', 'CHE351', 'CHE503', 'CHE553', 'CHE541']",14
Prendergast,John,4.79,4.71,4.75,['INTM407'],5
Prez,Paul,4.84,4.58,4.71,['PESL032'],1
Pugh,Ralph,4.62,4.45,4.535,"['HIST352', 'HIST380']",9
Pulik,Linda,3.77,3.67,3.7199999999999998,['IPRO497'],3
Pulliam,Gregory,4.81,4.56,4.685,"['COM380', 'HUM601', 'COM372', 'COM435', 'COM440', 'COM371', 'COM309', 'COM374']",15
Purnell,Carolyn,4.9,4.0,4.45,['SOC285'],1
Putnam,Joel,3.79,3.16,3.475,"['ARCH434', 'ARCH436', 'ARCH207', 'ARCH208']",5
Qian,Xiaoping,4.05,4.16,4.105,"['MMAE544', 'MMAE545', 'MMAE445']",7
Quinlan,Christopher,3.25,2.4,2.825,"['ARCH207', 'ARCH208']",1
Quiroz,Juan,4.37,4.31,4.34,"['CAE525', 'CAE586']",6
Radutny,Vladimir,4.74,4.35,4.545,"['ARCH202', 'ARCH201', 'ARCH418']",6
Rafajko,Sean,4.83,4.52,4.675,"['PSYC221', 'PSYC436']",1
Raicu,Ioan,4.43,4.29,4.359999999999999,"['CS550', 'CS695', 'CS495', 'CS553', 'CS554', 'CS451', 'CS595']",13
Ram,Sapna,4.69,4.54,4.615,['PSYC303'],1
Ramachandran,Rakesh,3.29,2.93,3.1100000000000003,['MMAE414'],1
Raman,Ganesh,3.43,3.95,3.6900000000000004,"['MMAE430', 'MMAE511', 'MMAE452', 'MMAE436', 'MMAE414']",10
Ramanan,Raghavan,3.92,3.71,3.815,"['BUS590', 'EMS505', 'EMS518', 'EMS542']",6
Ramani,Vijay,4.3,4.07,4.1850000000000005,"['CHE541', 'CHE296', 'CHE593', 'IPRO497', 'CHE567', 'CHE423', 'CHE525', 'CHE566']",14
Rampalli,Sitaram,4.43,4.29,4.359999999999999,['CHEM542'],1
Ramsden,Catherine,4.19,4.2,4.195,"['LIT309', 'LIT352', 'LIT328', 'LIT366', 'LIT380']",6
Rao,Ramesh,1.83,3.17,2.5,['ITMM537'],1
Ratakonda,Sireesha,4.3,4.06,4.18,"['BIOL117', 'BIOL526']",5
Ratliff,Gayle,4.7,4.54,4.62,['PHYS123'],2
Rattner,William,,,,['PA505'],
Rawlings,Bruce,4.66,4.58,4.62,"['MSF567', 'MSF546', 'MSF577', 'MSF599']",9
Reingold,Edward,4.43,4.29,4.359999999999999,"['CS330', 'CS535', 'CS430']",11
Reiniger,Benjamin,3.55,3.23,3.3899999999999997,"['MATH251', 'MATH230']",1
Rempfer,Dietmar,3.73,3.46,3.5949999999999998,"['IPRO497', 'MMAE310', 'MMAE436', 'MMAE514', 'MMAE312', 'MMAE450', 'MMAE350', 'MMAE200', 'MMAE313', 'MMAE518']",14
Ren,Kui,4.37,4.41,4.390000000000001,"['ECE543', 'ECE546', 'ECE443']",6
Ren,Shangping,4.22,4.12,4.17,"['CS521', 'CS552', 'CS595', 'CS536', 'CS556']",10
Rice,Jeffrey,4.44,4.28,4.36,"['PS361', 'PS328', 'PS323', 'PS333', 'PS495']",6
Richardson,Angela,4.81,4.81,4.81,"['PA522', 'PA505']",5
Richardson,David,4.05,3.93,3.99,"['BUS473', 'MAC503', 'MSC514', 'ECON152', 'MAX503']",11
Riddle Curley,Jennifer,3.56,3.89,3.725,['ARCH201'],1
Rigopoulos,Theodossios,4.21,4.09,4.15,"['INTM441', 'INTM540']",4
Riley,Benjamin,4.14,3.84,3.9899999999999998,"['ARCH331', 'ARCH543', 'ARCH544', 'ARCH497']",4
Riley,Kathryn,4.11,3.97,4.04,"['COM425', 'COM421', 'COM529']",2
Roback,Andrew,4.48,4.22,4.35,"['HUM106', 'LIT309', 'LIT380', 'LIT315', 'LIT306', 'LIT301', 'COM421', 'LIT307', 'HUM200', 'LIT339']",20
Roberson,Dennis,4.79,4.59,4.6899999999999995,['CS456'],6
Robertson,Donna,4.49,4.46,4.475,"['ARCH454', 'ARCH113', 'ARCH418', 'ARCH417']",7
Rockey,Christopher,4.29,4.1,4.195,"['ARCH334', 'ARCH230']",10
Rodda,Warner,4.26,3.95,4.105,['IPRO397'],1
Roehl,Kelly,,,,['FDSC801'],
Roesch,Peter,4.01,4.13,4.07,"['ARCH417', 'ARCH418']",2
Rogachev,Andrey,4.17,3.84,4.005,"['CHEM597', 'CHEM454', 'CHEM344', 'CHEM451', 'CHEM485', 'CHEM550']",9
Rohter,Laurence,4.11,4.16,4.135,"['CAE105', 'IPRO497', 'CAE539', 'CAE497', 'CAE495']",37
Rokop,Nik,4.48,3.99,4.235,"['BUS103', 'BUS104', 'BUS361', 'BUS497', 'IPRO497', 'BUS303', 'BUS404', 'BUS467']",12
Ronan,John,4.25,4.49,4.37,"['ARCH419', 'ARCH497', 'ARCH417', 'ARCH481']",7
Rosen,Joseph,,,,['CSP595'],
Rosenberg,Jonathan,4.63,4.32,4.475,"['PS360', 'PS230', 'PS385']",4
Roszak,Thomas,4.45,4.38,4.415,"['ARCH417', 'ARCH418', 'ARCH563', 'ARCH544']",9
Rozansky,Irene,4.52,4.4,4.46,['INTM418'],5
Rubenstein,Marvin,4.28,4.29,4.285,['BIOL527'],4
Ruffolo,Lawrence,4.46,3.72,4.09,"['SSB510', 'SSB520']",2
Ruiz,Francisco,4.13,3.85,3.99,"['IPRO497', 'MMAE524', 'MMAE321', 'MMAE497', 'CHE496', 'MMAE320', 'MMAE433', 'MMAE319', 'MMAE520', 'MMAE100']",29
Ruman,Gilda,4.88,4.9,4.890000000000001,['PA510'],5
Ruswick,Jannelle,4.8,4.58,4.6899999999999995,['HUM106'],3
Rybak,Michael,4.71,4.66,4.6850000000000005,"['MSF506', 'MSF534', 'MSF544', 'BUS497', 'MSF504', 'MBA501']",30
Sabatino,Michelangelo,2.98,3.02,3.0,"['ARCH502', 'ARCH500']",3
Sabbaghi,Navid,4.62,4.52,4.57,"['MBA561', 'MSC564', 'MBA507', 'MSC560', 'BUS550', 'MSC513', 'MSC516']",5
Saelee,Michael,4.68,4.35,4.515,"['CS105', 'CS351', 'CS450', 'CS495', 'CS442', 'CS115', 'CS116', 'CS100', 'CS331', 'CS401']",38
Safar,Mazin,4.31,4.32,4.3149999999999995,"['INTM409', 'INTM414', 'INTM410', 'IPRO497']",12
Safina,Maria,4.27,3.99,4.13,"['ARCH113', 'ARCH114', 'IPRO497']",2
Saha,Suman,4.02,4.07,4.045,"['CS115', 'CS430', 'CS440', 'CS331']",3
Salem,Feryal,3.61,3.8,3.705,"['HUM106', 'LIT380']",9
Saletta,Gerald,4.16,4.14,4.15,"['ECE312', 'ECE311', 'ECE211', 'ECE213', 'ECE307']",12
Salland,Elizabeth Anne,,,,['GLS180'],
Saluke,Patrick,4.63,4.0,4.3149999999999995,"['NS201', 'NS102']",1
Sancar,Feyza,2.79,2.79,2.79,['BIOL451'],1
Saniie,Jafar,4.43,4.15,4.29,"['ECE441', 'ECE446', 'ECE742', 'ECE743', 'ECE744', 'ECE437', 'ECE583']",38
Santa Lucia,Andrew,4.35,3.96,4.154999999999999,"['ARCH427', 'ARCH438', 'ARCH497']",2
Sasaki,James,4.02,3.88,3.9499999999999997,"['CS350', 'CS536', 'CS330', 'CS105', 'CS450', 'CS116']",25
Savage,Devin,4.68,4.07,4.375,"['HUM202', 'HUM200']",3
Saxena,Mahima,4.46,4.24,4.35,"['PSYC380', 'PSYC301', 'PSYC204', 'PSYC588', 'PSYC370']",16
Scarlata,Valerie,4.52,4.41,4.465,"['ITM461', 'ITM462', 'ITM465', 'ITM534', 'ITM419', 'ITM434', 'ITM455']",15
Schachman,Andrew,4.46,4.42,4.4399999999999995,"['ARCH305', 'ARCH469', 'ARCH497', 'ARCH418', 'ARCH306', 'ARCH476', 'ARCH419', 'ARCH420', 'ARCH108']",4
Schalliol,David,4.67,4.35,4.51,"['PS210', 'PS353', 'PS100', 'PS273', 'PS321', 'PS221']",11
Scheiter,Krisanna,4.59,4.24,4.415,"['HUM104', 'PHIL301', 'PHIL380']",8
Schell,Richard,4.28,4.12,4.2,"['FPE597', 'FPE511', 'FST511', 'FDSN511']",3
Schieber,Jay,4.35,4.25,4.3,"['CHE553', 'CHE406', 'CHE551', 'CHE575', 'CHE301']",11
Schipporeit,George,4.49,4.28,4.385,"['ARCH509', 'ARCH588', 'ARCH590']",3
Schleser,Robert,4.46,4.19,4.325,"['PSYC100', 'PSYC523', 'PSYC101', 'PSYC406', 'PSYC489', 'PSYC485', 'PSYC505', 'PSYC435', 'PSYC588', 'PSYC221']",21
